Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Az Óceán Haragja	Rituálé	Aqua	Áramlat-táncos	-	-	7	7	-	-	Minden ellenséges Entitás, amely a Horizonton áll, visszakerül a tulajdonosa kezébe.	return all enemy Horizont entities to their owners' hands	horizont, hand	blank	blank	enemy_horizont_entities	return_to_hand	instant	none	Az ellenfél Horizontján álló összes entitás visszakerül a tulajdonosa kezébe.	elso_koros_gepi_ertelmezes	Egyszerű tömeges Horizont-bounce.
Cunami-Lökés	Rituálé	Aqua	Áramlat-táncos	-	-	2	5	-	-	Válassz egy célpont ellenséges Entitást bárhol a pályán amelynek a Magnitúdója 4 vagy annál kisebb. Küldd vissza az ellenfél kezébe!	return target enemy entity with magnitude 4 or less to its owner's hand	dominium, hand	blank	blank	enemy_entity	return_to_hand	instant	target_enemy_entity_with_magnitude_lte_4	Egy 4-es vagy kisebb Magnitúdójú ellenséges entitás visszakerül az ellenfél kezébe.	elso_koros_gepi_ertelmezes	Egyszerű célzott bounce Magnitúdó-szűréssel.
Apály és Dagály	Rituálé	Aqua	Áramlat-táncos	-	-	3	2	-	-	Húzz annyi lapot a paklidból, ahány üres mező van a saját Horizontodon (maximum 3-at).	draw cards equal to the number of empty slots on your Horizont, up to 3	horizont, deck	blank	blank	self	draw	instant	count_empty_slots_on_own_horizont_max_3	Annyi lapot húzol, ahány üres mező van a saját Horizontodon, legfeljebb 3-at.	elso_koros_gepi_ertelmezes	Helyszámolás-alapú húzás egy felső limittel.
Örvénylő Tánc	Rituálé	Aqua	Áramlat-táncos	-	-	4	3	-	-	A saját Domíniumodon tetszőleges számú Entitást felcserélhetsz a saját Áramlatán belül. Ahány Entitásod pozíciót váltott, annyi lapot húzhatsz a paklidból (max 3).	on your board you may swap any number of entities within their own lanes; draw that many cards up to 3	dominium, horizont, zenit	blank	blank	own_entities	move_horizont, move_zenit, draw	instant	draw_up_to_number_of_allied_entities_that_changed_position_max_3	A saját Domíniumodon tetszőleges számú entitás helyet cserélhet a saját Áramlatán belül, majd annyi lapot húzol, ahány pozíciót váltott, legfeljebb 3-at.	osszetett_egyedi	Több entitást érintő opcionális swap-sorozat és ebből számolt húzás.
Tengeri Délibáb	Rituálé	Aqua	Áramlat-táncos	-	-	5	2	-	-	"Létrehozol egy ""illúzió másolatot"" egy saját Entitásodról egy üres Horizont mezőn. A másolat az eredeti ATK-jával rendelkezik, but 1 HP-ja van. A kör végén megsemmisül."	create an illusion copy of target allied entity in an empty Horizont slot with copied ATK and 1 HP; destroy it at end of turn	horizont	blank	blank	own_entity	summon_token, copy_stats, destroy	until_turn_end	target_allied_entity_and_empty_horizont_slot_required	Egy saját entitás illúziómásolatát hozod létre egy üres Horizont mezőn az eredeti ATK-jával és 1 HP-val, majd a kör végén megsemmisül.	osszetett_egyedi	Token-létrehozás részleges statmásolással és késleltetett megsemmisüléssel.
Sürgető Hullám	Ige	Aqua	Áramlat-táncos	-	-	1	1	-	-	Válassz egy saját Kimerült Entitást. Állítsd vissza Aktív állapotba, de ebben a körben nem támadhat. Reakció (Burst): Ingyen elsüthető.	ready target exhausted allied entity; it cannot attack this turn	blank	burst	blank	own_entity	exhaust, attack_restrict	until_turn_end	target_must_be_exhausted_allied_entity	Egy saját kimerült entitást visszaállít aktív állapotba, de az ebben a körben nem támadhat.	elso_koros_gepi_ertelmezes	Egyszerű ready + támadási korlátozás Burst-tel.
Buborék-pajzs	Ige	Aqua	Áramlat-táncos	-	-	2	2	-	-	Egy célpont Entitásod nem kaphat sebzést Rituálékból és Igékből a kör végéig.	target allied entity cannot take damage from spells or rituals until end of turn	blank	blank	blank	own_entity	damage_immunity	until_turn_end	none	Egy saját entitás a kör végéig nem kaphat sebzést Rituálékból és Igékből.	elso_koros_gepi_ertelmezes	Egyszerű célzott spell-damage immunity.
Tajtékzó Harag	Ige	Aqua	Áramlat-táncos	-	-	3	2	-	-	Egy saját Entitásod, amely ebben a körben pozíciót váltott, kap +3 ATK-t a kör végéig.	target allied entity that changed position this turn gains +3 ATK until end of turn	blank	blank	blank	own_entity	atk_mod	until_turn_end	target_must_have_changed_position_this_turn	Egy ebben a körben pozíciót váltott saját entitás +3 ATK-t kap a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű movement-feltételes ideiglenes buff.
Vízsugár	Ige	Aqua	Áramlat-táncos	-	-	4	2	-	-	Okozz 2 sebzést egy ellenséges Entitásnak, és lökd hátra a Zenitjébe. Ha már ott volt, küldd vissza a tulajdonosa kezébe.	deal 2 damage to target enemy entity, then move it to Zenit; if already in Zenit, return it to hand	zenit, hand	blank	blank	enemy_entity	damage, move_zenit, return_to_hand	instant	target_enemy_entity_is_moved_to_zenit_if_possible_otherwise_returned_to_hand	2 sebzést okoz egy ellenséges entitásnak, majd hátralöki a Zenitbe, vagy onnan visszaküldi kézbe.	osszetett_egyedi	Sebzés + hátralökés + fallback kézbe visszaküldés egy lapon.
Jégcsap-zápor	Ige	Aqua	Áramlat-táncos	-	-	5	4	-	-	Válassz 2 ellenséges Entitást a Horizonton. Mindketten Kimerült állapotba kerülnek és kapnak 2 sebzést.	choose 2 enemy Horizont entities; both become exhausted and take 2 damage	horizont	blank	blank	enemy_horizont_entities	damage, exhaust	instant	target_exactly_two_enemy_horizont_entities	Válassz 2 ellenséges Horizont-entitást; mindkettő kimerül és 2 sebzést kap.	elso_koros_gepi_ertelmezes	Többcélpontos sebzés + exhaust jól bontható primitívekre.
Elmosott Nyomok	Ige	Aqua	Áramlat-táncos	-	-	4	3	-	-	"Egy célpont támadó ellenséges Entitás támadása érvénytelenítődik, és a varázslat ""visszasodorja"" őt a Zenitjébe (ha ott állt valaki, az kénytelen előrelépni a Horizontra)."	cancel target attacking enemy entity's attack and move it to Zenit; if Zenit occupied, that entity moves forward to Horizont	horizont, zenit	blank	blank	enemy_entity	attack_nullify, move_zenit, move_horizont	instant	target_must_be_attacking_enemy_entity_and_swap_if_zenit_occupied	Egy támadó ellenséges entitás támadása meghiúsul, és visszakerül a Zenitbe; ha ott már áll valaki, az előrelép a Horizontra.	osszetett_egyedi	Támadásmegszakítás és feltételes helycsere együttesen.
Folyékony Helycsere	Ige	Aqua	Áramlat-táncos	-	-	1	1	-	-	Cseréld fel két saját Entitásod pozícióját a Domíniumodon. A Horizontra kerülő Entitás megkapja az Oltalom (Aegis) kulcsszót a kör végéig.	swap two allied entities on your board; the one moved to Horizont gains aegis until end of turn	dominium, horizont, zenit	blank	blank	own_entities	move_horizont, move_zenit, grant_keyword	until_turn_end	one_of_the_swapped_entities_must_end_up_on_horizont	Két saját entitásod helyet cserél, és a Horizontra kerülő megkapja az Oltalmat a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű saját swap + célzott ideiglenes keyword-adás.
Vissza a Forráshoz	Ige	Aqua	Áramlat-táncos	-	-	1	2	-	-	Vegyél vissza egy saját Entitást a pályáról a kezedbe. Ha megteszed, azonnal kapsz 2 ideiglenes Aqua Aurát ebben a körben. Reakció (Burst): Ingyen elsüthető.	return one allied entity from board to hand; if you do, gain 2 temporary Aqua aura this turn	hand	burst	blank	own_entity	return_to_hand, resource_gain	until_turn_end	none	Megfogsz egy saját entitást a pályáról és kézbe veszed; ha ez megtörténik, 2 ideiglenes Aqua Aurát kapsz ebben a körben.	elso_koros_gepi_ertelmezes	Egyszerű saját bounce + ideiglenes erőforrás Burst-tel.
Váratlan Apály	Ige	Aqua	Áramlat-táncos	-	-	2	1	-	-	Válassz egy célpont Entitást a Horizonton. Megkapja a Kimerült állapotot, és ha van mögötte üres Zenit mező, azonnal hátralökődik oda.	exhaust target Horizont entity; if there is an empty Zenit slot behind it, move it there	horizont, zenit	blank	blank	own_horizont_entity, enemy_horizont_entity	exhaust, move_zenit	instant	target_horizont_entity_moves_to_empty_zenit_slot_behind_it_if_available	Egy Horizonton álló célpont entitás kimerül, és ha van mögötte üres Zenit mező, hátralökődik oda.	elso_koros_gepi_ertelmezes	Egyszerű célzott exhaust + feltételes hátralökés.
Csalóka Hullám	Jel	Aqua	Áramlat-táncos	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél célba vesz egy Entitásodat egy varázslattal. Hatás: Válassz egy másik érvényes célpontot a saját Entitásaid közül a varázslatnak.	when enemy spell targets your entity: redirect that spell to another valid allied entity	dominium	blank	on_enemy_spell_target	own_entity	redirect	instant	another_valid_allied_entity_target_must_exist	Ha az ellenfél egy varázslattal céloz egy entitásodat, a varázslat egy másik érvényes saját entitásra terelődik át.	osszetett_egyedi	Spell-target átirányítás érvényes új célpont ellenőrzésével.
Örvény-nyelés	Jel	Aqua	Áramlat-táncos	-	-	3	3	-	-	Aktiválás: Amikor az ellenfél egy 4-es vagy annál nagyobb Magnitúdójú Entitással támad. Hatás: A támadás érvénytelen, és az Entitás visszakerül a pakli tetejére.	when enemy entity with magnitude 4 or more attacks: cancel that attack and put that entity on top of its owner's deck	deck	blank	on_attack_declared	enemy_entity	attack_nullify, return_to_deck	instant	trigger_only_if_attacking_enemy_entity_has_magnitude_gte_4	Ha az ellenfél egy 4-es vagy nagyobb Magnitúdójú entitással támad, a támadás meghiúsul, és a támadó a pakli tetejére kerül.	osszetett_egyedi	Támadásmegszakítás és deck-top eltávolítás együtt.
Korall-csapda	Jel	Aqua	Áramlat-táncos	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél aktiválja egy Entitása [DOMÍNIUM] képességét. Hatás: A képesség érvénytelenítődik, és az Entitás kap 3 sebzést.	when enemy activates a [DOMINIUM] entity ability: counter that ability and deal 3 damage to that entity	dominium	blank	on_enemy_ability_activated	enemy_entity	counterspell, damage	instant	trigger_only_if_enemy_entity_activated_a_dominium_ability	Ha az ellenfél egy entitása [DOMÍNIUM] képességét aktiválja, a képesség meghiúsul, és az entitás 3 sebzést kap.	osszetett_egyedi	Entitásképesség-megszakítás plusz célzott sebzés; ability-trigger primitive kell hozzá.
Árapály-visszacsapás	Jel	Aqua	Áramlat-táncos	-	-	5	3	-	-	Aktiválás: Amikor az ellenfél 2 vagy több kártyát húz egy körben. Hatás: Az ellenfélnek el kell dobnia 2 véletlenszerű lapot a kezéből.	when enemy draws 2 or more cards in a turn: they discard 2 random cards	hand	blank	on_enemy_multiple_draws	enemy_hand	random_discard	instant	trigger_only_if_enemy_draws_2_or_more_cards_in_a_turn	Ha az ellenfél egy körben 2 vagy több lapot húz, 2 véletlenszerű lapot dob a kezéből.	osszetett_egyedi	Draw-count követés és véletlen kézeldobás szükséges hozzá.
Csúszós Talaj	Jel	Aqua	Áramlat-táncos	-	-	2	2	-	-	Aktiválás: Amikor egy ellenséges Entitás támadást indít. Hatás: A támadó Entitást oldalra csúsztatod egy szomszédos (üres) Horizont mezőre. A támadása érvénytelenítődik, és az adott körben nem támadhat újra.	when enemy entity attacks: move it sideways to an adjacent empty Horizont slot, cancel the attack, and it cannot attack again this turn	horizont	blank	on_attack_declared	enemy_horizont_entity	move_horizont, attack_nullify, attack_restrict	until_turn_end	attacking_enemy_entity_must_have_adjacent_empty_horizont_slot	Ha egy ellenséges entitás támad, oldalra csúszik egy szomszédos üres Horizont mezőre, a támadása meghiúsul, és ebben a körben nem támadhat újra.	osszetett_egyedi	Oldalirányú áthelyezés, támadásmegszakítás és ismételt támadás tiltása együtt.
Tükörvíz Csapda	Jel	Aqua	Áramlat-táncos	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél megtámadja egy Entitásodat a Horizonton. Hatás: A megtámadott Entitásod és a mögötte lévő (Zenitben álló) Entitásod helyet cserél! A támadás az új Entitást éri, aki azonnal kap +3 HP-t a harc idejére.	when enemy attacks your Horizont entity: swap it with the allied Zenit entity behind it; the new defender gains +3 HP during combat	horizont, zenit	blank	on_attack_declared	own_horizont_entity, own_zenit_entity	move_horizont, move_zenit, hp_mod	during_combat	targeted_allied_horizont_entity_must_have_allied_zenit_entity_behind_it	Ha az ellenfél megtámad egy saját Horizont-entitást, az helyet cserél a mögötte lévő Zenit-entitással, és az új védő +3 HP-t kap a harc idejére.	osszetett_egyedi	Védekező oldali swap és ideiglenes harci HP-bónusz együtt.
A Mélység Szeme	Jel	Aqua	Áramlat-táncos	-	-	4	1	-	-	Aktiválás: Amikor az ellenfél megidéz egy 4-es vagy annál magasabb Magnitúdójú Entitást a Horizontra. Hatás: Az újonnan megidézett, erős Entitás azonnal helyet cserél az ellenfél egyik leggyengébb (legkisebb ATK-jú) Entitásával a Zenitből.	high-magnitude enemy Horizont summon swaps with one of the weakest enemy Zenit entities	zenit, horizont	blank	on_enemy_summon	enemy_horizont_entity, enemy_zenit_entity	move_horizont, move_zenit	instant	trigger_only_if_enemy_summons_entity_to_horizont_with_magnitude_gte_4_and_has_zenit_entity_to_swap_with	Ha az ellenfél egy 4-es vagy nagyobb Magnitúdójú entitást idéz a Horizontra, az helyet cserél az ellenfél egyik legkisebb ATK-jú Zenit-entitásával.	osszetett_egyedi	Summon-trigger, stat-összehasonlítás és ellenséges swap kombinációja.
Átkozott Örvény	Jel	Aqua	Áramlat-táncos	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél egyszerre 3 vagy több Entitással rendelkezik a saját Horizontján. Hatás: Az ellenfél kénytelen a Horizontján lévő Entitásai közül kettőt visszaminősíteni a Zenitjébe. Ha nincs hely hátul, visszatérnek a kezébe.	when enemy has 3 or more entities on their Horizont: move two of them to Zenit; if no space, return them to hand	horizont, zenit, hand	blank	on_enemy_horizont_threshold	enemy_horizont_entities	move_zenit, return_to_hand	instant	trigger_only_if_enemy_has_3_or_more_entities_on_horizont	Ha az ellenfélnek 3 vagy több entitása van a Horizontján, kettőt vissza kell tennie a Zenitbe, vagy kézbe, ha nincs hely.	osszetett_egyedi	Küszöbfigyelés, többszörös visszaminősítés és fallback kézbe visszatérés kell hozzá.
A Változó Sziget	Sík	Aqua	Áramlat-táncos	-	-	3	4	-	-	Amíg aktív, minden köröd Ébredés fázisában (ingyen) felcserélheted az ellenfél két Entitásának helyét (azonos Áramlatban), FELTÉVE, ha van saját Entitásod az adott Áramlattal szemben.	while active, during each of your awakening phases you may swap two enemy entities in the same lane for free if you have an entity opposing that lane	horizont, zenit	blank	on_next_own_awakening	enemy_entities	move_horizont, move_zenit	while_active	enemy_targets_must_be_in_same_lane_and_you_must_have_an_opposing_entity_in_that_lane	Minden saját Ébredés fázisban ingyen felcserélheted az ellenfél két, azonos Áramlatban lévő entitását, ha van saját entitásod velük szemben.	folyamatos_sik_hatas	Fázis-alapú, feltételes ellenséges swap; lane-ellenőrzés szükséges.
A Szüntelen Áramlások Folyója	Sík	Aqua	Áramlat-táncos	-	-	3	4	-	-	Amíg aktív, minden alkalommal, amikor egy Aqua Entitásod a Zenitből a Horizontra lép, húzz egy lapot (körönként max egyszer).	while active, whenever your Aqua entity moves from Zenit to Horizont, draw 1 card, max once per turn	zenit, horizont, deck	blank	on_move_zenit_to_horizont	own_entity	draw	while_active	triggers_when_allied_aqua_entity_moves_from_zenit_to_horizont_max_once_per_turn	Ha egy saját Aqua entitásod a Zenitből a Horizontra lép, húzol 1 lapot, körönként legfeljebb egyszer.	folyamatos_sik_hatas	Movement-triggeres húzás körönkénti limittel.
Tengeri Szélcsatorna	Sík	Aqua	Áramlat-táncos	-	-	4	3	-	-	Amíg aktív, minden saját, Gyorsaság (Celerity) kulcsszóval rendelkező Entitásod megidézési költsége 1 Aurával csökken. Ha egy Entitásod a Zenitből a Horizontra lép, a kör végéig nem kaphat sebzést Rituálékból.	while active, your celerity entities cost 1 less to summon; when your entity moves from Zenit to Horizont, it cannot take ritual damage until end of turn	dominium, zenit, horizont	blank	on_move_zenit_to_horizont	own_entity	cost_mod, damage_immunity	while_active	affects_allied_entities_with_celerity_and_applies_ritual_damage_immunity_to_entity_that_moved_from_zenit_to_horizont	Minden saját Gyorsaságos entitásod olcsóbban idézhető, és ha egy saját entitás a Zenitből a Horizontra lép, a kör végéig nem kaphat Rituálékból sebzést.	folyamatos_sik_hatas	Kettős síkhatás: folyamatos költségcsökkentés + movement-triggeres ideiglenes védelem.
Az Elveszett Áramlatok Csatornája	Sík	Aqua	Áramlat-táncos	-	-	4	4	-	-	Amíg aktív, minden alkalommal, amikor egy Entitásod elhagyja a pályát (visszakerül a kézbe vagy az Ürességbe), kapsz 1 Aqua Aurát és húzhatsz 1 lapot (körönként egyszer).	while active, whenever your entity leaves the board to hand or graveyard, gain 1 Aqua aura and may draw 1 card, max once per turn	dominium, hand, graveyard	blank	on_leave_board	own_entity	resource_gain, draw	while_active	triggers_when_allied_entity_leaves_board_to_hand_or_graveyard_max_once_per_turn	Ha egy saját entitásod elhagyja a pályát és kézbe vagy az Ürességbe kerül, kapsz 1 Aqua Aurát és húzhatsz 1 lapot, körönként legfeljebb egyszer.	folyamatos_sik_hatas	Pályaelhagyás-triggeres erőforrás- és húzáshatás körönkénti limittel.
