Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Aeterna Oltárvédő Sárkánya	Entitás	Lux	Aeterna Papjai	Sárkány	Alap	7	7	6	7	[HORIZONT] Gyorsaság (Celerity). Amikor elpusztul, visszatér a paklidba az Üresség helyett, és minden feltört Pecséted után húzhatsz 1 extra lapot a következő körödben.	[HORIZONT] celerity; when this dies, shuffle it into your deck instead of graveyard; next turn draw 1 extra card for each broken own seal	horizont, deck, seal_row	celerity	on_death	self	return_to_deck, draw	next_own_awakening	count_broken_own_seals_for_extra_draw_next_turn	Gyorsasággal rendelkezik, halálakor visszakerül a paklidba az Üresség helyett, és a következő körödben a feltört pecsétjeid száma alapján extra lapokat húzhatsz.	osszetett_egyedi	Replacement effect és késleltetett többes húzás pecsétállapot alapján.
Lélekmentés	Ige	Lux	Aeterna Papjai	-	-	1	1	-	-	Vegyél vissza egy tetszőleges Entitást az Ürességedből a kezedbe. Reakció (Burst): Ingyen elsüthető Pecsétből.	return target entity from your graveyard to your hand	graveyard, hand	burst	blank	own_graveyard_entity	graveyard_recursion, return_to_hand	instant	none	Egy tetszőleges entitást visszaveszel az Ürességedből a kezedbe.	elso_koros_gepi_ertelmezes	Egyszerű graveyardból kézbe visszavétel Burst-tel.
Szent Áldozat	Ige	Lux	Aeterna Papjai	-	-	2	1	-	-	Áldozz fel egy saját Entitást a Domíniumon. Cserébe azonnal húzz 2 lapot a paklidból.	sacrifice one allied entity on board; draw 2 cards	dominium, deck	blank	blank	own_entity	sacrifice, draw	instant	none	Feláldozol egy saját pályán lévő entitást, majd húzol 2 lapot.	elso_koros_gepi_ertelmezes	Egyszerű sacrifice + húzás kombináció.
Megtört Pecsét Ereje	Ige	Lux	Aeterna Papjai	-	-	3	2	-	-	Ha van legalább egy feltört Pecséted, ez az Ige okoz 4 közvetlen sebzést egy szabadon választott ellenséges Entitásnak.	if you have at least one broken seal, deal 4 damage to target enemy entity	seal_row	blank	blank	enemy_entity	damage	instant	requires_at_least_one_broken_own_seal	Ha van legalább egy feltört pecséted, 4 sebzést okoz egy ellenséges entitásnak.	elso_koros_gepi_ertelmezes	Egyszerű feltételes célzott sebzés.
Sírba Térés	Ige	Lux	Aeterna Papjai	-	-	3	2	-	-	Válaszd ki egy saját Entitásodat: azonnal az Ürességbe küldöd, majd egy isteni villanással visszahozod ugyanarra a mezőre Aktív állapotban, teli HP-val.	send target allied entity to graveyard, then return it to the same slot ready with full HP	dominium, graveyard	blank	blank	own_entity	move_to_source, graveyard_recursion, summon, ready, heal	instant	return_target_to_same_slot_ready_and_fully_healed	Egy saját entitást azonnal az Ürességbe küldesz, majd ugyanarra a mezőre Aktívan és teljes HP-val visszahozod.	osszetett_egyedi	Blink-szerű graveyard loop ugyanarra a pozícióra visszahelyezéssel.
Fényhozó Láng	Ige	Lux	Aeterna Papjai	-	-	4	3	-	-	Okoz 3 sebzést egy ellenséges Entitásnak. Ha ettől az Entitás megsemmisül, tölts vissza 2 HP-t a leginkább sérült Pecsétednek vagy az Aeternalodnak.	deal 3 damage to target enemy entity; if it is destroyed, heal 2 to your most damaged seal or your Aeternal	aeternal, seal_row	blank	blank	enemy_entity, own_seal, own_aeternal	damage, heal	instant	if_target_enemy_is_destroyed_by_this_damage	3 sebzést okoz egy ellenséges entitásnak, és ha az elpusztul, 2 HP-t gyógyít a leginkább sérült pecséteden vagy az Aeternalodon.	osszetett_egyedi	Célzott sebzés és feltételes többcélú gyógyítás együtt.
Szent Menedék	Ige	Lux	Aeterna Papjai	-	-	3	2	-	-	A következő támadás vagy Rituálé, amely közvetlenül az egyik Pecsétedet vagy az Aeternalodat érné (és sebezné), teljesen semlegesítődik. Ezen felül azonnal húzhatsz 1 lapot a paklidból. Reakció (Burst): Ingyen elsüthető!	the next attack or ritual that would directly damage your seal or Aeternal is completely prevented; draw 1 card	seal_row, aeternal, deck	burst	blank	own_seal, own_aeternal, self	damage_prevention, draw	until_turn_end	prevent_next_direct_damage_to_own_seal_or_aeternal	Húzol 1 lapot, és a következő közvetlen sebzés, amely a pecsétedet vagy az Aeternalodat érné, semlegesítődik.	osszetett_egyedi	Késleltetett megelőző pajzs és azonnali húzás Burst-tel.
Isteni Beavatkozás	Ige	Lux	Aeterna Papjai	-	-	3	2	-	-	Válaszd ki egy saját Entitásodat: ebben a körben (az ellenfél harci fázisában is) az adott Entitás HP-ja nem csökkenhet 1 alá. Reakció (Burst): Ingyen elsüthető.	target allied entity's HP cannot drop below 1 this turn	blank	burst	blank	own_entity	damage_prevention	until_turn_end	none	Egy saját entitás HP-ja ebben a körben nem csökkenhet 1 alá.	osszetett_egyedi	Ideiglenes halálos sebzés-helyettesítő védelem Burst-tel.
Isteni Érintés	Ige	Lux	Aeterna Papjai	-	-	4	2	-	-	Válassz egy saját Entitást. Növeld meg a maximális HP-ját 3-mal, majd a varázslat vakító fénysugárként azonnal 3 sebzést okoz egy általad választott ellenséges Entitásnak.	target allied entity gains +3 max HP; then deal 3 damage to target enemy entity	blank	blank	blank	own_entity, enemy_entity	hp_mod, damage	instant	none	Egy saját entitás +3 max HP-t kap, majd 3 sebzést okozol egy ellenséges entitásnak.	osszetett_egyedi	Permanens HP-buff és külön célzott sebzés egy lapon.
Kórus Dala	Rituálé	Lux	Aeterna Papjai	-	-	3	3	-	-	A saját Ürességedből akár 3 lapot is kiválaszthatsz és visszakeverhetsz a paklidba. Ezután húzz 1 lapot.	return up to 3 cards from your graveyard to your deck, then draw 1 card	graveyard, deck	blank	blank	own_graveyard	tutor, draw	instant	return_up_to_3_cards_from_own_graveyard_to_deck	Választhatsz legfeljebb 3 lapot az Ürességedből, visszakevered a paklidba, majd húzol 1 lapot.	osszetett_egyedi	Graveyardból deckbe visszakeverés és utóhúzás kombinációja.
Végső Fohász	Rituálé	Lux	Aeterna Papjai	-	-	5	5	-	-	Ha csak 1 ép Pecséted maradt (vagy egy sem), ez a Rituálé isteni haraggal elpusztítja az összes ellenséges Entitást a Horizonton. Ezután a te köröd azonnal véget ér!	if you have only 1 intact seal or none, destroy all enemy Horizont entities, then end your turn	horizont, seal_row	blank	blank	enemy_horizont_entities	destroy, end_turn	instant	requires_one_or_zero_intact_own_seals	Ha legfeljebb 1 ép pecséted maradt, elpusztítja az összes ellenséges Horizont-entitást, majd a köröd azonnal véget ér.	osszetett_egyedi	Feltételes tömeges megsemmisítés és azonnali körbefejezés.
Mártírok Vére	Rituálé	Lux	Aeterna Papjai	-	-	2	1	-	-	Egy rendkívül kockázatos alku: szándékosan pusztítsd el egy saját (akár még ép) Pecsétedet a paklidba keverve! Cserébe azonnal húzz 3 lapot a paklidból, és kapj 2 ideiglenes Lux Aurát erre a körre.	destroy one of your own seals and shuffle it into your deck; draw 3 cards and gain 2 temporary Lux aura this turn	seal_row, deck	blank	blank	own_seal	draw, resource_gain, source_manipulation	until_turn_end	requires_destroying_one_own_seal_and_shuffling_it_into_deck	Egy saját pecsétedet szándékosan elpusztítod és a paklidba kevered, majd húzol 3 lapot és kapsz 2 ideiglenes Lux Aurát erre a körre.	osszetett_egyedi	Saját pecsét feláldozása erőforrás- és húzásnyerésért.
Éltető Fohász	Rituálé	Lux	Aeterna Papjai	-	-	2	1	-	-	Válassz egy saját Entitást. Kap +3 maximális HP-t. Ezután húzz 1 lapot a paklidból.	target allied entity gains +3 max HP, then draw 1 card	deck	blank	blank	own_entity	hp_mod, draw	instant	none	Egy saját entitás +3 max HP-t kap, majd húzol 1 lapot.	elso_koros_gepi_ertelmezes	Egyszerű permanens HP-buff és húzás kombinációja.
Újjászületés Fénye	Rituálé	Lux	Aeterna Papjai	-	-	5	4	-	-	Áldozz fel (küldj az Ürességbe) egy saját Entitást a pályáról. Ezután idézz meg egy másik, teljesen szabadon választott (akár sokkal magasabb Magnitúdójú) Entitást a saját Ürességedből a feláldozott lény helyére, Kimerült állapotban.	sacrifice one allied entity on board, then summon a different entity from your graveyard to its place exhausted	dominium, graveyard	blank	blank	own_entity, own_graveyard_entity	sacrifice, graveyard_recursion, summon, exhaust	instant	summoned_entity_must_be_different_from_sacrificed_entity_and_enters_same_slot_exhausted	Feláldozol egy saját pályán lévő entitást, majd egy másik entitást idézel az Ürességből a helyére Kimerült állapotban.	osszetett_egyedi	Sacrifice és ugyanarra a mezőre történő graveyardból csereidézés.
Csoda a Hamvakból	Rituálé	Lux	Aeterna Papjai	-	-	5	5	-	-	Válassz ki legfeljebb két darab, 3-as vagy annál kisebb Magnitúdójú saját Entitást az Ürességből, és idézd meg őket Kimerült (elforgatott) állapotban a Domíniumra.	summon up to two allied entities with magnitude 3 or less from your graveyard exhausted	dominium, graveyard	blank	blank	own_graveyard_entity	graveyard_recursion, summon, exhaust	instant	target_up_to_two_own_graveyard_entities_with_magnitude_lte_3	Legfeljebb két darab 3-as vagy kisebb Magnitúdójú saját entitást idézel vissza az Ürességből Kimerült állapotban.	osszetett_egyedi	Többcélpontos graveyard recursion Magnitúdó-szűréssel.
Szent Elrendeltetés	Rituálé	Lux	Aeterna Papjai	-	-	7	6	-	-	Visszaállít egy elvesztett (feltört) Pecsétet a paklid legfelső lapjából (képpel lefelé lehelyezve). Ha a felélesztés után van legalább egy Entitásod a Horizonton, az megkapja az Oltalom (Aegis) kulcsszót.	restore one broken seal using the top card of your deck; if you control an entity on Horizont, it gains aegis	seal_row, deck, horizont	blank	blank	own_seal, own_horizont_entity	source_manipulation, grant_keyword	instant	restore_one_broken_own_seal_using_top_card_of_own_deck_then_if_any_own_horizont_entity_exists_it_gains_aegis	Egy feltört saját pecsétet visszaállítasz a paklid legfelső lapjából, majd ha van legalább egy Horizont-entitásod, az Oltalmat kap.	osszetett_egyedi	Pecséthelyreállítás és feltételes keyword-adás.
Aeterna Áldása	Rituálé	Lux	Aeterna Papjai	-	-	7	6	-	-	A varázslat segítségével egy elvesztett életerőt szerezhetsz vissza: ha van feltört Pecséted, a paklid legfelső lapját képpel lefelé elhelyezheted egy üres Pecsét mezőre.	restore a broken seal by placing the top card of your deck face down onto an empty seal slot	seal_row, deck	blank	blank	own_seal	source_manipulation	instant	requires_at_least_one_broken_own_seal_and_one_empty_seal_slot	Ha van feltört saját pecséted és üres pecsétmeződ, a paklid legfelső lapját képpel lefelé lerakhatod oda, így visszaállítva egy pecsétet.	osszetett_egyedi	Pecséthelyreállító rituálé deck-top erőforrásból.
Hamis Halál	Jel	Lux	Aeterna Papjai	-	-	2	2	-	-	Aktiválás: Amikor egy saját Entitásod halálos sebzést kap a harcban. Hatás: A sebzés nullázódik, az Entitás pedig az Üresség helyett azonnal visszatér a kezedbe.	when an allied entity would take lethal combat damage: prevent that damage and return it to hand instead of graveyard	hand	blank	on_combat_damage_taken	own_entity	damage_prevention, return_to_hand	instant	trigger_only_if_allied_entity_would_take_lethal_combat_damage	Ha egy saját entitásod halálos harci sebzést kapna, a sebzés megelőződik, és az entitás az Üresség helyett a kezedbe kerül vissza.	osszetett_egyedi	Megelőző halálvédelem és zónahelyettesítés kézbe visszatéréssel.
Visszahívó Rúna	Jel	Lux	Aeterna Papjai	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél elpusztítja egy saját Entitásodat a Zenitben. Hatás: Az ellenfél kap 3 sebzést, te pedig ingyen megidézhetsz egy 2-es vagy kisebb Mag. Entitást az Ürességből!	when enemy destroys your Zenit entity: deal 3 damage to the enemy and you may summon an entity with magnitude 2 or less from your graveyard for free	zenit, graveyard, aeternal, seal_row	blank	on_death	own_zenit_entity, enemy_aeternal, enemy_seal, own_graveyard_entity	damage, seal_damage, graveyard_recursion, summon, free_cast	instant	trigger_only_if_enemy_destroys_allied_zenit_entity_and_revival_target_has_magnitude_lte_2	Ha az ellenfél elpusztít egy saját Zenit-entitást, 3 sebzést kap, és ingyen megidézhetsz egy 2-es vagy kisebb Magnitúdójú entitást az Ürességből.	osszetett_egyedi	Közvetlen sebzés és feltételes ingyenes graveyard-idézés kombinációja.
Pecsétvédő Csapda	Jel	Lux	Aeterna Papjai	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél egy közvetlen sebzéssel egy Pecsétedet vagy az Aeternalodat célozza. Hatás: A sebzés érvénytelenítődik, az ellenfélnek pedig el kell dobnia 1 lapot a kezéből.	when enemy targets your seal or Aeternal with direct damage: prevent that damage and that player discards 1 card	seal_row, aeternal, hand	blank	on_enemy_spell_target	own_seal, own_aeternal, enemy_hand	damage_prevention, discard	instant	trigger_only_if_enemy_effect_would_deal_direct_damage_to_own_seal_or_aeternal	Ha az ellenfél közvetlen sebzéssel a pecsétedet vagy az Aeternalodat célozza, a sebzés megelőződik, és az ellenfél eldob 1 lapot.	osszetett_egyedi	Közvetlen sebzés elleni reakció és kézeldobatás együtt.
Aeterna Haragja	Jel	Lux	Aeterna Papjai	-	-	5	4	-	-	Aktiválás: Amikor a harmadik Pecséted feltörik (Túlcsordulás közelébe kerülsz). Hatás: Azonnal megidézel két 3/3-as Angyal Tokent Oltalommal a Horizontra, Aktív állapotban!	when your third seal breaks: summon two 3/3 Angel tokens with aegis to Horizont ready	horizont, seal_row	blank	on_seal_break	own_horizont_entities	summon_token, grant_keyword, ready	instant	trigger_only_when_the_third_own_seal_breaks	Amikor a harmadik saját pecséted feltörik, két 3/3-as Oltalommal rendelkező Angyal tokent idézel meg Aktívan a Horizontra.	osszetett_egyedi	Küszöbfigyelés és több token egyidejű, módosított idézése.
Tükröződő Remény	Jel	Lux	Aeterna Papjai	-	-	2	2	-	-	Aktiválás: Ha az ellenfél sikeresen megsebez egy saját Entitásodat a Horizonton. Hatás: A sérülés létrejön, de a kapott sebzéssel megegyező értékű maximális HP-t adhatsz (bónuszként) egy másik saját Entitásnak a Domíniumon!	when enemy successfully damages your Horizont entity: another allied entity gains max HP equal to the damage dealt	horizont, dominium	blank	on_attack_hits	own_horizont_entity, other_own_entity	hp_mod	instant	trigger_only_if_enemy_successfully_damages_allied_horizont_entity_and_buff_target_is_another_allied_entity	Ha az ellenfél sikeresen megsebez egy saját Horizont-entitást, egy másik saját entitásod a kapott sebzéssel megegyező max HP-bónuszt kaphat.	osszetett_egyedi	Sebzésértékből számolt permanens HP-buff másodlagos célpontra.
Kegyelem Csapdája	Jel	Lux	Aeterna Papjai	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél elpusztítja az egyik saját Entitásodat a Betörés fázisban. Hatás: Az elpusztult Entitás a mennyei fényből visszatér a köröd következő Ébredés fázisában egy üres Zenit mezőre, te pedig azonnal húzol 1 lapot kárpótlásul.	when enemy destroys your entity during breakthrough: return it to an empty Zenit slot at your next awakening and draw 1	deck, zenit	blank	on_death	own_entity	delayed_revival, draw	next_own_awakening	trigger_only_if_enemy_destroys_allied_entity_during_breakthrough_and_an_empty_zenit_slot_is_available	Ha az ellenfél a Betörés fázisban elpusztít egy saját entitást, az a következő Ébredés fázisodban egy üres Zenit mezőre tér vissza, és azonnal húzol 1 lapot.	osszetett_egyedi	Késleltetett visszatérés és azonnali kompenzációs húzás együtt.
Mártírok Védelme	Jel	Lux	Aeterna Papjai	-	-	4	3	-	-	Aktiválás: Amikor egy saját Entitásod a Horizonton elpusztul. Hatás: A megsemmisült Entitásod azonnal visszatér a Zenitbe (1 HP-val), és megkapja az Oltalom (Aegis) kulcsszót a mérkőzés hátralévő részére.	when your Horizont entity dies: return it to Zenit at 1 HP and it gains aegis for the rest of the match	horizont, zenit	blank	on_death	own_horizont_entity	graveyard_recursion, move_zenit, grant_keyword	until_match_end	trigger_only_if_allied_entity_dies_on_horizont	Ha egy saját Horizont-entitásod elpusztul, azonnal visszatér a Zenitbe 1 HP-val, és Oltalmat kap a mérkőzés végéig.	osszetett_egyedi	Azonnali halál utáni visszatérés és permanens keyword-adás.
Önfeláldozó Eskü	Jel	Lux	Aeterna Papjai	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél olyan támadást indít, amely feltörné az egyik Pecsétedet. Hatás: A Pecsétet érő sebzés érvénytelenítődik, DE cserébe a pályán lévő legmagasabb HP-jú saját Entitásod (a védelmező) azonnal elpusztul és az Ürességbe kerül.	when enemy attack would break one of your seals: prevent that seal damage, then your allied entity with the highest HP is destroyed	seal_row, dominium	blank	on_attack_declared	own_seal, own_entity	damage_prevention, sacrifice	instant	trigger_only_if_enemy_attack_would_break_an_own_seal_and_highest_hp_allied_entity_exists	Ha az ellenfél támadása feltörné az egyik pecsétedet, a pecsétsebzés megelőződik, de a legmagasabb HP-jú saját entitásod elpusztul.	osszetett_egyedi	Pecsétmentő replacement effect és kötelező saját áldozat együtt.
A Szent Sírbolt	Sík	Lux	Aeterna Papjai	-	-	3	4	-	-	Amíg aktív, minden alkalommal, amikor egy pályán lévő kártyád az Ürességbe kerül (feláldozás vagy pusztulás), kapsz 1 ideiglenes Lux Aurát a következő körödre. (Körönként max 1x).	while active, whenever one of your cards on board goes to graveyard, gain 1 temporary Lux aura for your next turn, max once per turn	dominium, graveyard	blank	on_leave_board	own_entity	resource_gain	while_active	trigger_when_own_card_on_board_goes_to_graveyard_max_once_per_turn	Ha egy saját pályán lévő lapod az Ürességbe kerül, kapsz 1 ideiglenes Lux Aurát a következő körödre, körönként legfeljebb egyszer.	folyamatos_sik_hatas	Pályaelhagyás-triggeres ideiglenes erőforrásnyerés körönkénti limittel.
Mártírok Csarnoka	Sík	Lux	Aeterna Papjai	-	-	5	5	-	-	"Amíg aktív, az összes ""Élőholt"" és ""Szellem"" Entitásod a pályán +1 ATK-t és +1 max HP-t kap. Ha feláldozol egy saját Entitást, a kör végén húzhatsz 1 lapot."	while active, your Undead and Spirit entities on board gain +1 ATK and +1 max HP; if you sacrifice an allied entity, you may draw 1 card at end of turn	dominium	blank	on_death	own_entities	atk_mod, hp_mod, draw	while_active	trigger_when_you_sacrifice_an_allied_entity_then_draw_at_end_of_turn	Az összes saját Élőholt és Szellem entitásod +1 ATK-t és +1 max HP-t kap, és ha feláldozol egy saját entitást, a kör végén húzhatsz 1 lapot.	folyamatos_sik_hatas	Törzsi folyamatos buff és sacrifice-triggeres körvégi húzás együtt.
Az Örök Élet Temploma	Sík	Lux	Aeterna Papjai	-	-	4	4	-	-	Amíg ez a Sík aktív a Mágikus Kapuban, minden saját köröd Ébredés (Awakening) fázisában az összes saját Entitásod a pályán kap +1 maximális HP-t.	while active, during each of your awakening phases all allied entities on board gain +1 max HP	dominium	blank	on_next_own_awakening	own_entities	hp_mod	while_active	none	Minden saját Ébredés fázisban az összes saját pályán lévő entitás +1 max HP-t kap.	folyamatos_sik_hatas	Fázis-alapú tömeges permanens HP-növelés.
Aeterna Könnyei	Sík	Lux	Aeterna Papjai	-	-	4	4	-	-	Amíg aktív, minden alkalommal, amikor az egyik saját Entitásod az Ürességbe kerül, választhatsz: VAGY adsz +1 maximális HP-t egy másik saját Entitásnak, VAGY kapsz 1 ideiglenes Lux Aurát az adott körben.	while active, whenever one of your entities goes to graveyard, choose one - another allied entity gains +1 max HP, or gain 1 temporary Lux aura this turn	dominium, graveyard	blank	on_death	own_entity, other_own_entity	hp_mod, resource_gain	while_active	choose_one_mode_when_allied_entity_goes_to_graveyard	Ha egy saját entitásod az Ürességbe kerül, választhatsz: egy másik saját entitás +1 max HP-t kap, vagy kapsz 1 ideiglenes Lux Aurát ebben a körben.	folyamatos_sik_hatas	Haláltriggeres választásos síkhatás permanens buffal vagy ideiglenes erőforrással.
