Forrás_lap	Forrás_sor	Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
LUX	40	Hajnali Imádság	Rituálé	Lux	Fényhozó Lovagrend	-	-	2	2	-	-	"Húzz 2 lapot. Ha a felhúzott lapok között van ""Ember"" vagy ""Angyal"" faj, mutasd meg, és azonnal kapsz 1 ideiglenes Lux Aurát erre a körre."	draw 2 cards; if any drawn card is Human or Angel, gain 1 temporary Lux aura this turn	deck, hand	blank	blank	self	draw, resource_gain	until_turn_end	if_any_drawn_card_is_human_or_angel	Húzol 2 lapot, és ha a felhúzott lapok között van Ember vagy Angyal, kapsz 1 ideiglenes Lux Aurát erre a körre.	osszetett_egyedi	Húzás utáni fajellenőrzés és feltételes ideiglenes erőforrásnyerés.
LUX	41	Páncéláldás	Rituálé	Lux	Fényhozó Lovagrend	-	-	3	3	-	-	Válassz legfeljebb 3 saját Entitást a Domíniumodon. Mindegyik véglegesen kap +1 maximális HP-t és az Oltalom (Aegis) kulcsszót a kör végéig.	up to 3 allied entities on board gain +1 max HP permanently and aegis until end of turn	dominium	blank	blank	own_entities	hp_mod, grant_keyword	until_turn_end	target_up_to_3_allied_entities_on_board_legfeljebb_harom_celpont	Egy legfeljebb 3 saját entitásból álló csoport +1 max HP-t kap véglegesen, és Oltalmat a kör végéig.	osszetett_egyedi	Permanens HP-buff és ideiglenes keyword-adás több célpontra.
LUX	42	A Fény Neve	Rituálé	Lux	Fényhozó Lovagrend	-	-	4	3	-	-	Minden ellenséges Entitás a Horizonton elveszíti az Oltalom (Aegis) és Légies (Ethereal) kulcsszavait erre a körre, majd elszenved 1 közvetlen sebzést.	all enemy Horizont entities lose aegis and ethereal until end of turn, then take 1 damage	horizont	blank	blank	enemy_horizont_entities	ability_lock, damage	until_turn_end	none	Minden ellenséges Horizont-entitás elveszíti az Oltalom és Légies kulcsszavakat a kör végéig, majd 1 sebzést szenved.	osszetett_egyedi	Tömeges keyword-eltávolítás és utólagos tömeges sebzés kombinációja.
LUX	43	Mennyei Sereg Hívása	Rituálé	Lux	Fényhozó Lovagrend	-	-	6	5	-	-	Keresd ki a paklidból a két legmagasabb Magnitúdójú Angyal vagy Lovag Entitásodat, mutasd meg az ellenfélnek, és vedd őket a kezedbe!	search your deck for the two highest magnitude Angel or Knight entities and put them into your hand	deck, hand	blank	blank	own_deck	tutor	instant	search_two_highest_magnitude_angel_or_knight_entities_in_own_deck	A paklidból kikeresed a két legmagasabb Magnitúdójú Angyal vagy Lovag entitást, és kézbe veszed őket.	osszetett_egyedi	Tutor rangsorolással és kettős találattal.
LUX	44	Zárt Alakzat	Rituálé	Lux	Fényhozó Lovagrend	-	-	3	2	-	-	Válassz egy Áramlatot, amely hiánytalanul fel van töltve saját Entitásaiddal. Mindkét Entitásod kap +2 ATK-t és +2 HP-t az adott kör végéig.	choose a lane fully occupied by your entities; both gain +2 ATK and +2 HP until end of turn	horizont, zenit	blank	blank	lane	atk_mod, hp_mod	until_turn_end	target_lane_must_be_fully_occupied_by_own_entities	Válassz egy teljesen saját entitásokkal feltöltött Áramlatot; mindkét ott álló entitás +2 ATK-t és +2 HP-t kap a kör végéig.	osszetett_egyedi	Lane-célzású kettős buff teljesen töltött saját oszlop feltétellel.
LUX	45	Isteni Fény	Rituálé	Lux	Fényhozó Lovagrend	-	-	2	1	-	-	Növeld meg egy szabadon választott saját Entitásod maximális HP-ját 3-mal. Ha az az Entitás a Horizonton áll, azonnal megkapja az Oltalom (Aegis) kulcsszót. Húzz 1 lapot a paklidból.	target allied entity gains +3 max HP; if on Horizont, it also gains aegis; draw 1 card	horizont, deck	blank	blank	own_entity	hp_mod, grant_keyword, draw	instant	if_target_is_on_horizont_it_also_gains_aegis	Egy saját entitás +3 max HP-t kap, ha a Horizonton áll, Oltalmat is kap, majd húzol 1 lapot.	osszetett_egyedi	Célzott permanens HP-buff, feltételes keyword-adás és húzás együtt.
LUX	46	Keresztes Hadjárat	Rituálé	Lux	Fényhozó Lovagrend	-	-	4	3	-	-	Az összes saját Entitásod a Domíniumon megkapja a Gyorsaság (Celerity) kulcsszót és +1 ATK-t az adott kör végéig.	all allied entities on board gain celerity and +1 ATK until end of turn	dominium	blank	blank	own_entities	grant_keyword, atk_mod	until_turn_end	none	Az összes saját pályán lévő entitás Gyorsaságot és +1 ATK-t kap a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű tömeges keyword- és ATK-buff.
LUX	47	Ragyogó Páncélzat	Rituálé	Lux	Fényhozó Lovagrend	-	-	4	3	-	-	Válassz egy saját Entitást a Horizonton. Véglegesen felruházza őt az Oltalom (Aegis) kulcsszóval, és azonnal megnöveli a maximális HP-ját 3-mal.	target allied Horizont entity permanently gains aegis and +3 max HP	horizont	blank	blank	own_horizont_entity	grant_keyword, hp_mod	until_match_end	none	Egy saját Horizont-entitás véglegesen Oltalmat és +3 max HP-t kap.	osszetett_egyedi	Permanens keyword-adás és permanens HP-buff egy célpontra.
LUX	48	Pajzsfal	Jel	Lux	Fényhozó Lovagrend	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél egy Oltalom nélküli Entitásodat támadja. Hatás: A célpont azonnal megkapja az Oltalom (Aegis) kulcsszót és +2 max HP-t a harc előtt.	when enemy attacks your non-aegis entity: it gains aegis and +2 max HP before combat	horizont	blank	on_attack_declared	own_entity	grant_keyword, hp_mod	during_combat	trigger_only_if_targeted_allied_entity_does_not_have_aegis	Ha az ellenfél egy Oltalom nélküli entitásodat támadja, a célpont a harc előtt Oltalmat és +2 max HP-t kap.	osszetett_egyedi	Támadásra reagáló védő trap ideiglenes keyword- és HP-bónusszal.
LUX	49	Angyali Beavatkozás	Jel	Lux	Fényhozó Lovagrend	-	-	3	2	-	-	Aktiválás: Amikor egy saját Entitásod HP-ja 0-ra csökkenne. Hatás: Az Entitás megmenekül (1 HP-n marad), és a támadó Entitás Kimerült lesz a következő körére is.	when allied entity would reach 0 HP: it survives at 1 HP and the attacking entity stays exhausted through its next awakening	blank	blank	on_combat_damage_taken	own_entity, enemy_entity	damage_prevention, exhaust	next_own_awakening	target_must_be_allied_entity_that_would_reach_0_hp	Ha egy saját entitásod HP-ja 0-ra csökkenne, 1 HP-n életben marad, a támadó pedig a következő Ébredésig Kimerült marad.	osszetett_egyedi	Megelőző halálvédelem és tartós támadókimerítés egy trapben.
LUX	50	Ragyogó Csapda	Jel	Lux	Fényhozó Lovagrend	-	-	3	3	-	-	Aktiválás: Amikor az ellenfél kijátszik egy 4-es vagy nagyobb Magnitúdójú Igét/Rituálét. Hatás: A varázslat minden hatása a felére csökken (lefelé kerekítve), te pedig húzhatsz 1 lapot.	when enemy plays a spell or ritual with magnitude 4 or more: halve all its effects rounded down, then you may draw 1 card	deck	blank	on_enemy_spell_or_ritual_played	enemy_spell_or_ritual, self	draw, effect_reduction	instant	trigger_only_if_enemy_spell_or_ritual_has_magnitude_gte_4	Ha az ellenfél 4-es vagy nagyobb Magnitúdójú Igét vagy Rituálét játszik ki, annak hatásai a felére csökkennek, és húzhatsz 1 lapot.	osszetett_egyedi	Spell-metaadatot és általános hatáscsökkentést igénylő komplex trap.
LUX	51	Visszaverő Tükör	Jel	Lux	Fényhozó Lovagrend	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél egy olyan Rituálét játszik ki, ami sebzést okoz a saját Entitásaidnak. Hatás: A sebzés semlegesítődik, és a varázslat az ellenfél Entitásaira üt vissza!	when enemy ritual would deal damage to your entities: prevent that damage and reflect it to enemy entities	dominium	blank	on_enemy_spell_or_ritual_played	own_entities, enemy_entities	damage_prevention, reflect_damage	instant	trigger_only_if_enemy_ritual_would_damage_allied_entities	Ha az ellenfél olyan Rituálét játszik ki, ami a saját entitásaidat sebezné, a sebzés megelőződik és visszaverődik az ellenfél entitásaira.	osszetett_egyedi	Sebzésmegelőzés és tömeges visszatükrözés spell-kontextus alapján.
LUX	52	Megtorló Fény	Jel	Lux	Fényhozó Lovagrend	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél sikeres támadást indít egy saját Entitásod ellen. Hatás: A támadó Entitás azonnal megkapja az elszenvedett sebzés felét (felfelé kerekítve) visszacsapásként.	when enemy successfully attacks your entity: the attacker takes back half the damage it dealt rounded up	horizont	blank	on_attack_hits	enemy_entity	retaliation_damage	instant	trigger_only_if_enemy_attack_successfully_dealt_damage_to_allied_entity	Ha az ellenfél sikeresen megtámad egy saját entitásodat, a támadó az okozott sebzés felét visszakapja.	osszetett_egyedi	Harc közbeni visszacsapás, amely az elszenvedett sebzés értékéből számolódik.
LUX	53	Égi Erősítés	Jel	Lux	Fényhozó Lovagrend	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél elpusztít egy saját Entitásodat a Horizonton. Hatás: A megsemmisült Entitásod mögött (a Zenitben) álló Entitás azonnal megkapja az Oltalom (Aegis) kulcsszót, és ingyen előreléphet a Horizontra.	when enemy destroys your Horizont entity: the allied entity behind it gains aegis and may move forward to Horizont	horizont, zenit	blank	on_death	own_zenit_entity	grant_keyword, move_horizont	instant	trigger_only_if_destroyed_allied_entity_was_on_horizont_and_had_ally_behind_it	Ha az ellenfél elpusztít egy saját Horizont-entitást, a mögötte álló Zenit-entitás Oltalmat kap és ingyen előreléphet.	osszetett_egyedi	Haláltriggeres védő előreléptetés és keyword-adás.
LUX	54	Zárt Sorképzés	Jel	Lux	Fényhozó Lovagrend	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél célba veszi egy varázslattal egy saját Entitásodat. Hatás: A varázslat hatása érvénytelenítődik, a célba vett Entitásod pedig kap +2 maximális HP-t.	when enemy spell targets your entity: counter that spell and the targeted entity gains +2 max HP	dominium	blank	on_enemy_spell_target	own_entity	counterspell, hp_mod	instant	none	Ha az ellenfél egy varázslattal céloz egy saját entitásodat, a varázslat meghiúsul, a célpont pedig +2 max HP-t kap.	osszetett_egyedi	Spell-target reakciós counter és permanens HP-buff együtt.
LUX	55	Vakító Visszavágás	Jel	Lux	Fényhozó Lovagrend	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél támadást indít egy Oltalom (Aegis) Entitásod ellen. Hatás: A támadása érvényesül, de a sebzése 0-ra csökken! Ezen felül a támadó a következő Ébredés fázisban nem állhat vissza Aktív állapotba.	when enemy attacks your aegis entity: the attack still occurs but its damage becomes 0, and the attacker stays exhausted through next awakening	horizont	blank	on_attack_declared	enemy_entity	damage_prevention, exhaust	next_own_awakening	trigger_only_if_targeted_allied_entity_has_aegis	Ha az ellenfél egy Aegis-es entitásodat támadja, a támadás sebzése 0 lesz, és a támadó a következő Ébredésig Kimerült marad.	osszetett_egyedi	Aegis-feltételes sebzésnullázás és tartós támadókimerítés kombinációja.
LUX	56	A Fény Citadellája	Sík	Lux	Fényhozó Lovagrend	-	-	3	3	-	-	Amíg aktív, minden Oltalom (Aegis) kulcsszóval rendelkező Entitásod a Horizonton +1 ATK-val és +1 maximális HP-val rendelkezik.	while active, your aegis entities on Horizont gain +1 ATK and +1 max HP	horizont	blank	static	own_horizont_entities	atk_mod, hp_mod	while_active	affects_only_allied_horizont_entities_with_aegis	Minden saját Aegis-es Horizont-entitásod +1 ATK-t és +1 max HP-t kap, amíg a sík aktív.	folyamatos_sik_hatas	Keyword-szűrt folyamatos Horizont-buff.
LUX	57	A Hajnal Katedrálisa	Sík	Lux	Fényhozó Lovagrend	-	-	4	4	-	-	Amíg aktív, minden alkalommal, amikor sikeresen feltöltesz egy teljes Áramlatot, húzhatsz 1 kártyát a paklidból.	while active, whenever you successfully fill a complete lane, you may draw 1 card	horizont, zenit, deck	blank	on_lane_filled	self	draw	while_active	trigger_only_when_you_complete_a_full_lane_with_own_entities	Ha sikeresen feltöltesz egy teljes Áramlatot, húzhatsz 1 lapot a paklidból.	folyamatos_sik_hatas	Lane-telítettség-figyelő folyamatos síkhatás.
LUX	58	Aranykapu	Sík	Lux	Fényhozó Lovagrend	-	-	3	4	-	-	"Amíg aktív, minden alkalommal, amikor megidézel egy ""Lovag"" vagy ""Angyal"" Entitást a kézből, az azonnal kap +1 maximális HP-t bónuszként."	while active, whenever you summon a Knight or Angel entity from hand, it gains +1 max HP immediately	hand, dominium	blank	on_summon	own_entity	hp_mod	while_active	trigger_only_if_summoned_entity_is_knight_or_angel_and_was_summoned_from_hand	Ha kézből idézel egy Lovag vagy Angyal entitást, az azonnal +1 max HP-t kap.	folyamatos_sik_hatas	Kézből idézéshez kötött törzsi summon-buff.
LUX	59	A Nap Trónterme	Sík	Lux	Fényhozó Lovagrend	-	-	5	5	-	-	Amíg aktív, ha az ellenfél egy varázslattal (nem harcban) megpróbálna elpusztítani egy Entitásodat a Horizonton, az a kártyahatás teljesen érvénytelenítődik.	while active, if an enemy spell would destroy your Horizont entity outside combat, that effect is countered	horizont	blank	on_enemy_spell_or_ritual_played	own_horizont_entity	counterspell	while_active	trigger_only_if_enemy_spell_or_ritual_would_destroy_allied_horizont_entity_outside_combat	Ha az ellenfél egy varázslattal harcon kívül el akarna pusztítani egy saját Horizont-entitást, a hatás érvénytelenítődik.	folyamatos_sik_hatas	Harcon kívüli spell-destruction elleni folyamatos védelem.
LUX	60	Templomi Novícius	Entitás	Lux	Aeterna Papjai	Ember	Pap	1	1	1	2	[ZENIT] Harmonizálás (Harmonize).	[ZENIT] harmonize	zenit	harmonize	static	self	blank	static_while_on_board	none	A Zenitben Harmonizálás kulcsszóval rendelkező egyszerű támogató entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
LUX	61	Kegyhely-őrző Szerzetes	Entitás	Lux	Aeterna Papjai	Ember	Pap	1	1	1	3	[DOMÍNIUM] Visszhang (Echo): Ha az Ürességbe kerül, azonnal adj +2 maximális HP-t a legalacsonyabb HP-jú saját Entitásodnak a pályán.	[DOMINIUM] echo: when this goes to graveyard, allied entity with the lowest HP on board gains +2 max HP	dominium, graveyard	echo	on_death	own_entity	hp_mod	until_match_end	target_is_lowest_hp_allied_entity_on_board	Amikor az Ürességbe kerül, a legalacsonyabb HP-jú saját pályán lévő entitásod +2 max HP-t kap.	osszetett_egyedi	Echo-trigger és célpontpriorizálás kell hozzá.
LUX	62	Kóborló Lélek	Entitás	Lux	Aeterna Papjai	Szellem	Alap	2	1	1	2	[DOMÍNIUM] Légies (Ethereal). Riadó (Clarion): Megidézésekor helyezd a paklid legfelső lapját egyenesen a saját Ürességedbe (temetődbe).	[DOMINIUM] ethereal; clarion: put the top card of your deck into your graveyard	dominium, deck, graveyard	ethereal, clarion	on_summon	own_deck	move_to_source	instant	place_top_card_of_own_deck_into_graveyard_on_summon	Légies entitás, amely megidézéskor a paklid legfelső lapját az Ürességedbe helyezi.	osszetett_egyedi	Clarion mellé deck-to-graveyard manipuláció társul.
LUX	63	Fényhozó Kántáló	Entitás	Lux	Aeterna Papjai	Ember	Pap	2	2	1	4	[ZENIT] Rezonancia 2.	[ZENIT] resonance 2	zenit	resonance	static	self	blank	static_while_on_board	none	A Zenitben Rezonancia 2-vel rendelkező egyszerű támogató entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
LUX	64	Aeterna Védőszelleme	Entitás	Lux	Aeterna Papjai	Szellem	Alap	3	2	2	2	[DOMÍNIUM] Légies (Ethereal). Ha az ellenfél Pecsétjét vagy Entitását sikeresen sebzi, egy szabadon választott saját Entitásod kap +2 maximális HP-t.	[DOMINIUM] ethereal; when this successfully damages an enemy entity or seal, target allied entity gains +2 max HP	dominium, seal_row	ethereal	on_attack_hits	enemy_entity, enemy_seal, own_entity	hp_mod	instant	trigger_only_if_this_successfully_damages_enemy_entity_or_seal	Légies entitás, amely sikeres sebzés után egy saját entitásnak +2 max HP-t ad.	osszetett_egyedi	Többcélpontos támadásutáni trigger és permanens buff.
LUX	65	Szent Szózat Kántálója	Entitás	Lux	Aeterna Papjai	Ember	Pap	3	2	2	3	[ZENIT] Rezonancia 2. Amíg a Zenitben tartózkodik, minden Lux Rituáléd és Igéd kijátszási költsége 1 Aurával csökken (de minimum 1 marad).	[ZENIT] resonance 2; while in Zenit your Lux rituals and spells cost 1 less to play	zenit	resonance	static	self	cost_mod	static_while_on_board	affects_own_lux_rituals_and_spells_minimum_cost_1	Rezonancia 2-t ad, és a Zenitből 1 Aurával csökkenti a saját Lux Rituálék és Igék költségét.	osszetett_egyedi	Rezonancia mellett folyamatos globális költségmódosító.
LUX	66	Pecsétpáncélos Lovag	Entitás	Lux	Aeterna Papjai	Ember	Lovag	3	3	2	4	[HORIZONT] Oltalom (Aegis). Minden feltört (hiányzó) Pecséted után kap +1 ATK-t és +1 maximális HP-t! [DOMÍNIUM] Ha a maximális HP-ja megnő egy hatás által, húzz 1 lapot (körönként max 1x).	[HORIZONT] aegis; this gains +1 ATK and +1 max HP for each broken own seal; [DOMINIUM] when this gains max HP from an effect, draw 1 max once per turn	horizont, seal_row, dominium	aegis	on_stat_gain	self	atk_mod, hp_mod, draw	static_while_on_board	count_broken_own_seals; trigger_only_if_self_gains_max_hp_from_effect; usable_once_per_turn	Minden feltört pecséted után +1 ATK-t és +1 max HP-t kap, és ha hatásból nő a max HP-ja, körönként egyszer lapot húzol.	osszetett_egyedi	Pecsétállapot-alapú skálázódás és statgain-triggeres húzás együtt.
LUX	67	Lélekidéző Főpapnő	Entitás	Lux	Aeterna Papjai	Ember	Pap	4	3	2	4	[ZENIT] Harmonizálás (Harmonize). Amíg a Zenitben áll, ha az előtte a Horizonton álló támogatott Entitás halálos sebzést kapna, annak HP-ja 1-en marad, de a Főpapnő azonnal az Ürességbe kerül helyette.	[ZENIT] harmonize; if the supported allied entity in front would take lethal damage, it survives at 1 HP and this goes to graveyard instead	zenit, horizont, graveyard	harmonize	on_combat_damage_taken	own_horizont_entity, self	damage_prevention, sacrifice	static_while_on_board	trigger_only_if_supported_front_entity_would_take_lethal_damage	Harmonizálást ad, és ha a támogatott előtte álló entitás halálos sebzést kapna, az 1 HP-n marad, a Főpapnő pedig helyette az Ürességbe kerül.	osszetett_egyedi	Replacement effect támogatott entitásra, self-sacrifice kíséretében.
LUX	68	Szent Sírbolt Őrzője	Entitás	Lux	Aeterna Papjai	Gólem	Alap	4	3	2	5	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	A Horizonton Oltalommal rendelkező egyszerű védő entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
LUX	69	Életadó Főpap	Entitás	Lux	Aeterna Papjai	Ember	Pap	4	4	2	4	[DOMÍNIUM] Riadó (Clarion): Megidézésekor válassz ki egy 2-es vagy annál kisebb Magnitúdójú Entitást az Ürességből, és helyezd vissza Aktív állapotban a pályára.	[DOMINIUM] clarion: return target entity with magnitude 2 or less from your graveyard to the board ready	dominium, graveyard	clarion	on_summon	own_graveyard_entity	graveyard_recursion, summon, ready	instant	target_entity_in_own_graveyard_with_magnitude_lte_2	Megidézéskor egy 2-es vagy kisebb Magnitúdójú entitást visszahoz az Ürességből Aktív állapotban a pályára.	osszetett_egyedi	Graveyard recursion konkrét Magnitúdó-szűréssel és ready állapottal.
LUX	70	Aeterna Oltár-Gólemje	Entitás	Lux	Aeterna Papjai	Gólem	Alap	5	4	3	6	[HORIZONT] Oltalom (Aegis). Valahányszor a köröd során bármilyen hatással visszaállítasz egy már feltört Pecsétet, a Gólem kap +2 ATK-t a mérkőzés hátralévő részére.	[HORIZONT] aegis; whenever you restore a broken seal during your turn, this gains +2 ATK until end of match	horizont, seal_row	aegis	on_seal_break	self	atk_mod	until_match_end	trigger_only_if_you_restore_a_broken_own_seal_during_your_turn	Oltalommal rendelkezik, és ha a köröd során visszaállítasz egy feltört pecsétet, +2 ATK-t kap a mérkőzés végéig.	osszetett_egyedi	Pecséthelyreállítás-triggeres permanens buff.
LUX	71	Könnyező Arkangyal	Entitás	Lux	Aeterna Papjai	Angyal	Alap	6	5	4	5	[DOMÍNIUM] Riadó (Clarion): Megidézésekor dönts: VAGY minden saját Entitásod a pályán kap +2 maximális HP-t, VAGY felélesztesz egy legfeljebb 3-as Magnitúdójú Entitást a saját Ürességedből a Horizontra, Aktív állapotban!	[DOMINIUM] clarion: choose one - all allied entities on board gain +2 max HP; or return target entity with magnitude 3 or less from your graveyard to Horizont ready	dominium, graveyard, horizont	clarion	on_summon	own_entities, own_graveyard_entity	hp_mod, graveyard_recursion, summon, ready, choice	instant	chosen_mode_1_or_2; revival_target_must_have_magnitude_lte_3	Megidézéskor választasz: vagy minden saját entitásod +2 max HP-t kap, vagy egy 3-as vagy kisebb Magnitúdójú entitást hozol vissza Aktívan a Horizontra.	osszetett_egyedi	Választásos Clarion, tömeges buff vagy graveyard recursion.
LUX	72	Aeterna Prófétája	Entitás	Lux	Aeterna Papjai	Ember	Pap	6	5	3	6	[DOMÍNIUM] Visszhang (Echo): Ha ez az Entitás elpusztul, visszaállítasz egy már feltört Pecsétet a paklid legfelső lapját felhasználva!	[DOMINIUM] echo: when this dies, restore a broken own seal using the top card of your deck	dominium, seal_row, deck	echo	on_death	own_seal, own_deck	source_manipulation	instant	restore_one_broken_own_seal_using_top_card_of_own_deck	Amikor elpusztul, a paklid legfelső lapjának felhasználásával visszaállít egy feltört saját pecsétet.	osszetett_egyedi	Pecséthelyreállítás deck-erőforrás felhasználásával.
LUX	73	Seraphiel az Élet Fénye	Entitás	Lux	Aeterna Papjai	Angyal	Hős	8	7	5	8	[DOMÍNIUM] Ha Seraphiel elpusztulna, megteheted, hogy szándékosan elpusztítod az egyik ép Pecsétedet. Ha megteszed, Seraphiel sértetlenül a pályán marad. Riadó (Clarion): Minden saját Entitásod kap +2 maximális HP-t, és ha van legalább egy feltört Pecséted, egyet automatikusan visszaállíthatsz a paklidból!	[DOMINIUM] if this would die, you may destroy one intact own seal instead; if you do, this remains on board; clarion: all allied entities gain +2 max HP, then you may restore one broken seal from your deck	dominium, seal_row, deck	clarion	on_death, on_summon	own_seal, own_entities	hp_mod, damage_prevention, sacrifice, source_manipulation	instant	may_destroy_one_intact_own_seal_to_prevent_self_death; if_you_have_a_broken_seal_you_may_restore_one_from_deck	Ha Seraphiel elpusztulna, egy ép saját pecsét feláldozásával pályán maradhat; megidézéskor minden saját entitás +2 max HP-t kap, és egy feltört pecsétet visszaállíthatsz.	osszetett_egyedi	Önmentő replacement effect és erős Clarion pecsétszinergiával.
LUX	74	Temetői Koldus	Entitás	Lux	Aeterna Papjai	Ember	Tolvaj	1	1	1	1	[DOMÍNIUM] Visszhang (Echo): Amikor az Ürességbe kerül, nézd meg a paklid felső lapját; dönthetsz úgy, hogy te is egyenesen az Ürességbe dobod.	[DOMINIUM] echo: when this goes to graveyard, look at the top card of your deck; you may put it into your graveyard	deck, graveyard	echo	on_death	own_deck	move_to_source, choice	instant	you_may_put_the_top_card_of_your_deck_into_your_graveyard	Amikor az Ürességbe kerül, megnézed a paklid felső lapját, és dönthetsz úgy, hogy az is az Ürességbe kerül.	osszetett_egyedi	Deck-top vizsgálat és opcionális self-mill Echo-hatáshoz kapcsolva.
LUX	75	Hitbuzgó Zarándok	Entitás	Lux	Aeterna Papjai	Ember	Pap	1	1	1	2	[ZENIT] Minden alkalommal, amikor egy Entitásod feléled az Ürességből a Domíniumra, a Zarándok véglegesen kap +1 ATK-t.	[ZENIT] whenever your entity returns from graveyard to board, this gains +1 ATK until end of match	zenit, graveyard, dominium	blank	on_leave_board	self	atk_mod	until_match_end	trigger_when_allied_entity_is_revived_from_graveyard_to_board	Amikor egy saját entitásod az Ürességből visszatér a pályára, ez a lap véglegesen +1 ATK-t kap.	osszetett_egyedi	Revive-triggeres permanens önbuff.
LUX	76	Lélek-Lámpás	Entitás	Lux	Aeterna Papjai	Gólem	Alap	1	1	0	3	[HORIZONT] Oltalom (Aegis). A Betörés fázisban nem indíthat támadást.	[HORIZONT] aegis; cannot attack during breakthrough	horizont	aegis	static	self	attack_restrict	static_while_on_board	none	Oltalommal rendelkező entitás, amely nem indíthat támadást a Betörés fázisban.	passziv_vagy_egyszeru	Egyszerű támadási korlátozás natív keyword mellett.
LUX	77	Aeterna Diakónusa	Entitás	Lux	Aeterna Papjai	Ember	Pap	2	2	1	3	[ZENIT] Harmonizálás (Harmonize). Ha az általa támogatott Entitás elpusztul és az Ürességbe kerül, vigaszágon húzhatsz 1 kártyát.	[ZENIT] harmonize; when the supported entity dies and goes to graveyard, you may draw 1	zenit, graveyard	harmonize	on_death	own_horizont_entity	draw	instant	trigger_only_if_supported_entity_dies_and_goes_to_graveyard	Ha az általa támogatott entitás elpusztul és az Ürességbe kerül, húzhatsz 1 lapot.	osszetett_egyedi	Harmonize mellé támogatott célpont haláltriggeres húzás társul.
LUX	78	Visszatért Mártír	Entitás	Lux	Aeterna Papjai	Élőholt	Harcos	2	2	3	2	[DOMÍNIUM] Ha ez az Entitás egy varázslat hatására az Ürességből lett a pályára idézve, azonnal megkapja a Gyorsaság (Celerity) kulcsszót.	[DOMINIUM] if this is summoned from graveyard by a spell, it gains celerity	dominium, graveyard	celerity	on_summon	self	grant_keyword	static_while_on_board	trigger_only_if_this_was_summoned_from_graveyard_by_a_spell	Ha ez a lap egy varázslat hatására az Ürességből kerül a pályára, megkapja a Gyorsaság kulcsszót.	osszetett_egyedi	Revive-forrás szerinti summon-feltétel és keyword-adás.
LUX	79	Üresség-Kutató	Entitás	Lux	Aeterna Papjai	Ember	Mágus	2	2	2	2	[DOMÍNIUM] Riadó (Clarion): Keresd ki a paklidból egy tetszőleges Igét, és helyezd egyenesen a saját Ürességedbe, majd húzz egy lapot!	[DOMINIUM] clarion: search your deck for a spell, put it into your graveyard, then draw 1	deck, graveyard	clarion	on_summon	own_deck	tutor, move_to_source, draw	instant	search_any_spell_in_own_deck_then_put_it_into_graveyard	Clarionkor egy tetszőleges Igét keresel a paklidból, az Ürességbe helyezed, majd húzol 1 lapot.	osszetett_egyedi	Tutor és célzott self-mill egy lapon.
LUX	80	Vezeklő Lovag	Entitás	Lux	Aeterna Papjai	Ember	Lovag	3	3	2	4	[HORIZONT] Oltalom (Aegis). Valahányszor feláldozol egy saját Entitást a pályáról, a Lovag kap +2 ATK-t az adott kör végéig.	[HORIZONT] aegis; whenever you sacrifice an allied entity from board, this gains +2 ATK until end of turn	horizont, dominium	aegis	on_death	self	atk_mod	until_turn_end	trigger_when_you_sacrifice_an_allied_entity_from_board	Valahányszor feláldozol egy saját pályán lévő entitást, ez a lap +2 ATK-t kap a kör végéig.	osszetett_egyedi	Sacrifice-triggeres önbuff natív keyword mellett.
LUX	81	Árnyékűző Pap	Entitás	Lux	Aeterna Papjai	Ember	Pap	3	3	2	3	[ZENIT] Rezonancia 2. Minden saját Ébredés fázisodban tölts vissza 1 HP-t minden olyan Entitásnak, aki egy sérült (feltört) Pecsét Áramlatában van.	[ZENIT] resonance 2; during each of your awakening phases heal 1 to each entity in a lane with a broken seal	zenit, seal_row	resonance	on_next_own_awakening	own_entities	heal	instant	heal_entities_in_lanes_with_broken_own_seals	Minden saját Ébredés fázisban 1 HP-t gyógyít minden olyan entitáson, amely egy feltört pecsét Áramlatában áll.	osszetett_egyedi	Lane-specifikus gyógyítás pecsétállapot alapján.
