Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Hamvakból Felszálló	Rituálé	Ignis	Lángidéző	-	-	4	4	-	-	Válassz ki egy 3-as vagy kisebb Magnitúdójú Entitást az Ürességedből (temetőből), és idézd meg Kimerült állapotban a Domíniumra.	summon target entity with magnitude 3 or less from own graveyard exhausted	dominium, graveyard	blank	blank	own_graveyard_entity	summon, graveyard_recursion, exhaust	instant	target_must_be_entity_in_own_graveyard_with_magnitude_lte_3	Egy 3-as vagy kisebb Magnitúdójú entitást idézel vissza a temetőből kimerült állapotban.	elso_koros_gepi_ertelmezes	Egyszerű feltételes graveyard recursion.
Láng-Pajzs	Ige	Ignis	Lángidéző	-	-	2	2	-	-	Semlegesíts egy ellenséges Igét vagy Rituálét, amely kifejezetten egy saját Entitásodat veszi célba. Reakció (Burst): Ingyen elsüthető.	counter target enemy spell or ritual that specifically targets one of your entities	blank	burst	on_enemy_spell_target	enemy_spell_or_ritual	counterspell	instant	enemy_spell_or_ritual_must_target_own_entity	Egy saját entitást célzó ellenséges Igét vagy Rituálét semlegesít.	elso_koros_gepi_ertelmezes	Reaktív counterspell; spell-target kontextust igényel.
Parázs-Szilánk	Ige	Ignis	Lángidéző	-	-	3	1	-	-	Okozz 1 sebzést egy ellenséges Entitásnak, majd húzz 1 lapot a paklidból. Reakció (Burst): Ingyen elsüthető.	deal 1 damage to target enemy entity, then draw 1 card	deck	burst	blank	enemy_entity	damage, draw	instant	target_enemy_entity	Egy ellenséges entitásnak 1 sebzést okoz, majd 1 lapot húzol.	elso_koros_gepi_ertelmezes	Egyszerű sebzés + húzás kombináció.
Tűz-Örvény	Ige	Ignis	Lángidéző	-	-	4	3	-	-	Okozz 3 sebzést egy ellenséges Entitásnak a Horizonton. Ha az Entitás ebbe belehal, az esetleges túlcsorduló sebzés az adott Áramlatban lévő Pecsétet éri.	deal 3 damage to target enemy Horizont entity; overflow damage hits seal in same lane	horizont, seal_row	blank	blank	enemy_horizont_entity, enemy_seal	damage, seal_damage	instant	target_enemy_entity_on_horizont_and_overflow_to_same_lane_seal	Egy ellenséges Horizont-entitást sebez 3-mal; a túlcsorduló sebzés az adott Áramlat pecsétjét éri.	osszetett_egyedi	Túlcsorduló lane-specifikus pecsétsebzés; áramlatkapcsolat kell hozzá.
Perzselő Akarat	Ige	Ignis	Lángidéző	-	-	3	2	-	-	Válassz egy saját Entitást a Zenitben. Kap +2 ATK-t az adott kör végéig, és kényszerítsd, hogy lépjen előre egy üres Horizont mezőre.	target allied Zenit entity gets +2 ATK until end of turn and moves forward to empty Horizont slot	zenit, horizont	blank	blank	own_zenit_entity	atk_mod, move_horizont	until_turn_end	target_must_be_allied_entity_in_zenit_with_empty_front_horizont_slot	Egy saját Zenit-entitás +2 ATK-t kap a kör végéig, majd előrelép egy üres Horizont mezőre.	elso_koros_gepi_ertelmezes	Mozgás + ideiglenes buff egy célpontra.
Füstté Válás	Ige	Ignis	Lángidéző	-	-	3	2	-	-	Egy saját Entitásod megkapja a Légies (Ethereal) kulcsszót az adott kör végéig, így fizikai támadással csak más Légies lények blokkolhatják.	target allied entity gains ethereal until end of turn	blank	blank	blank	own_entity	grant_keyword, block_restrict	until_turn_end	target_allied_entity	Egy saját entitás megkapja a Légies kulcsszót a kör végéig.	passziv_vagy_egyszeru	Egyszerű ideiglenes keyword-adás.
Lángok Védelme	Ige	Ignis	Lángidéző	-	-	2	1	-	-	Válassz egy saját Entitást. Az adott kör végéig nem kaphat sebzést ellenséges Rituálékból vagy Igékből. Reakció (Burst): Ingyen elsüthető.	target allied entity cannot take damage from enemy spells or rituals until end of turn	blank	burst	blank	own_entity	damage_immunity	until_turn_end	target_allied_entity	Egy saját entitás a kör végéig immunis lesz az ellenséges Rituálék és Igék sebzésére.	elso_koros_gepi_ertelmezes	Egyszerű célzott ideiglenes spell-damage immunity.
Pernye-Fátyol	Ige	Ignis	Lángidéző	-	-	2	3	-	-	A kör végéig a Zenitben tartózkodó összes Entitásod immunissá válik az ellenséges kártyák által okozott sebzésre.	all allied Zenit entities become immune to damage from enemy cards until end of turn	zenit	blank	blank	own_zenit_entities	damage_immunity	until_turn_end	target_allied_zenit_entities	Az összes saját Zenit-entitás a kör végéig immunis lesz az ellenséges kártyák okozta sebzésre.	elso_koros_gepi_ertelmezes	Tömeges zenit-védelem ideiglenes sebzésimmunitással.
Váratlan Gyulladás	Ige	Ignis	Lángidéző	-	-	3	1	-	-	Egy Kimerült (elforgatott) ellenséges Entitás elszenved 4 sebzést. Reakció (Burst): Ingyen elsüthető.	deal 4 damage to target exhausted enemy entity	blank	burst	blank	enemy_entity	damage	instant	target_enemy_entity_must_be_exhausted	Egy kimerült ellenséges entitás 4 sebzést szenved el.	elso_koros_gepi_ertelmezes	Az exhaust feltétel, nem keyword.
Túlterhelt Elme	Jel	Ignis	Lángidéző	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy kártyahatás miatt extra lapot húz a paklijából. Hatás: A laphúzás létrejön, de az ellenfél azonnal elszenved 2 sebzést az egyik Pecsétjébe.	on enemy extra draw from deck caused by card effect: draw still resolves, then enemy takes 2 damage to a seal	deck, seal_row	blank	on_enemy_extra_draw	enemy_seal	seal_damage	instant	draw_must_be_extra_and_caused_by_card_effect	Ha az ellenfél kártyahatás miatt extra lapot húz a paklijából, a húzás létrejön, de azonnal 2 sebzést szenved egy pecsétjébe.	elso_koros_gepi_ertelmezes	Speciális draw-triggeres trap; az extra húzás forrását külön követni kell.
Égő Visszhang	Jel	Ignis	Lángidéző	-	-	3	2	-	-	Aktiválás: Amikor az egyik saját Entitásod a Zenitben elpusztul (akár varázslat, akár Áramlat áttörés miatt). Hatás: Az ellenfél Zenitjében álló összes Entitás elszenved 2 sebzést.	when one of your Zenit entities dies: all enemy Zenit entities take 2 damage	zenit	blank	on_death	enemy_zenit_entities	damage	instant	own_destroyed_entity_must_be_in_zenit	Ha egy saját Zenit-entitásod elpusztul, az ellenfél Zenitjében lévő összes entitás 2 sebzést szenved el.	elso_koros_gepi_ertelmezes	Zenit-halál triggeres tömeges sebzés.
Lángoló Tükör	Jel	Ignis	Lángidéző	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél egy direkt sebző Rituálét vagy Igét játszik ki az Aeternalod (vagy Pecséted) ellen. Hatás: A sebzést teljes egészében átirányítod az ellenfél Aeternaljára!	when enemy plays a direct damage spell or ritual targeting your Aeternal or seal: redirect all that damage to enemy Aeternal	aeternal, seal_row	blank	on_enemy_spell_target	enemy_aeternal	redirect	instant	enemy_card_must_be_direct_damage_spell_or_ritual_targeting_own_aeternal_or_seal	Ha az ellenfél direkt sebző Rituálét vagy Igét játszik az Aeternalod vagy egy pecséted ellen, a sebzés teljes egészében az ellenfél Aeternaljára terelődik.	osszetett_egyedi	Spell-target reakció és teljes sebzésátirányítás; összetett trap-logika.
Védelmező Tűzfal	Jel	Ignis	Lángidéző	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél megtámadja egy Entitásodat a Horizonton. Hatás: A megtámadott Entitásod azonnal kap +3 HP-t (pajzsként) a harc idejére.	when enemy attacks one of your Horizont entities: attacked entity gets +3 HP for this combat	horizont	blank	on_attack_declared	own_horizont_entity	hp_mod	during_combat	target_must_be_own_entity_on_horizont_under_attack	Amikor az ellenfél megtámad egy saját Horizont-entitást, az a harc idejére +3 HP-t kap pajzsként.	elso_koros_gepi_ertelmezes	Egyszerű védelmi combat-trap ideiglenes HP-bónusszal.
Kirobbanó Rúna	Jel	Ignis	Lángidéző	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél kijátszik egy Rituálét/Igét. Hatás: Az ellenfél varázslata létrejön, de cserébe egy általa választott saját Entitása azonnal elszenved 3 sebzést.	when enemy plays a spell or ritual: it still resolves, then one chosen allied entity of that enemy takes 3 damage	blank	blank	on_enemy_spell_or_ritual_played	enemy_entity	damage	instant	enemy_must_control_at_least_one_entity	Az ellenfél varázslata létrejön, de egy saját entitása 3 sebzést szenved el.	elso_koros_gepi_ertelmezes	Spell-cast punish trap; a célpontválasztás az ellenfélnél marad.
Túlhevült Mana	Jel	Ignis	Lángidéző	-	-	2	3	-	-	Aktiválás: Amikor az ellenfél a körön belül felhúzza a harmadik kártyáját. Hatás: Elszenved 3 sebzést egy Pecsétjébe, és véletlenszerűen el kell dobnia egy lapot a kezéből.	seal damage 3 and random discard when enemy draws their third card in a turn	seal_row, hand	blank	on_enemy_third_draw_in_turn	enemy_seal, enemy_hand	seal_damage, random_discard	instant	trigger_on_third_card_draw_in_same_turn	Ha az ellenfél a körben a harmadik lapját húzza fel, 3 sebzést szenved egy pecsétjébe és véletlenszerűen eldob egy lapot a kezéből.	osszetett_egyedi	Draw-count tracking és random discard kezelés kell hozzá.
Visszacsapó Láng	Jel	Ignis	Lángidéző	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél elpusztítja a Zenitben lévő egyik Entitásodat. Hatás: 5 sebzést okoz az ellenfél szabadon választott Entitásának a Horizonton.	when enemy destroys one of your Zenit entities: deal 5 damage to a target enemy Horizont entity	zenit, horizont	blank	on_death	enemy_horizont_entity	damage	instant	own_destroyed_entity_must_have_been_in_zenit	Ha az ellenfél elpusztít egy saját Zenit-entitást, 5 sebzést okozol egy ellenséges Horizont-entitásnak.	elso_koros_gepi_ertelmezes	Zenit-halál triggeres célzott sebzés.
Hamis Menedék	Jel	Ignis	Lángidéző	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél egy Entitást idéz a Zenitbe. Hatás: Az újonnan megidézett Entitás azonnal kap 4 sebzést.	when enemy summons an entity to Zenit: that newly summoned entity takes 4 damage	zenit	blank	on_enemy_zenit_summon	enemy_zenit_entity	damage	instant	trigger_only_if_enemy_entity_is_summoned_to_zenit	Ha az ellenfél egy entitást idéz a Zenitbe, az újonnan megidézett egység azonnal 4 sebzést kap.	elso_koros_gepi_ertelmezes	Egyszerű zenit-summon triggeres sebzés.
A Lángidézők Tornya	Sík	Ignis	Lángidéző	-	-	3	4	-	-	Amíg aktív, az összes saját Ignis Rituáléd és Igéd Aura-költsége 1-gyel csökken (de minimum 1 marad).	while active, all your Ignis rituals and spells cost 1 less (minimum 1)	blank	blank	static	self	cost_mod	while_active	affects_only_own_ignis_rituals_and_spells	Miközben aktív, a saját Ignis Rituáléid és Igéid 1 Aurával olcsóbbak, minimum 1-ig.	folyamatos_sik_hatas	Folyamatos költségmódosító síkhatás saját Ignis varázslapokra.
Az Örök Tűz Szentélye	Sík	Ignis	Lángidéző	-	-	4	5	-	-	Amíg aktív, minden köröd Beáramlás fázisában lehetőséged van egy második lapot is az Ősforrásodba tenni, DE az szigorúan csak Rituálé vagy Ige lehet a kezedből.	while active, during each of your influx phases you may place a second source card, but it must be a spell or ritual from hand	hand, source	blank	on_influx_phase	own_hand	move_to_source	while_active	second_source_card_must_be_spell_or_ritual_from_hand	Minden saját Beáramlás fázisban egy második lapot is Ősforrásba tehetsz, de az csak Rituálé vagy Ige lehet a kezedből.	folyamatos_sik_hatas	Fázisszintű forrásszabály-módosítás; kézből source-ba helyezést bővíti.
A Lángok Szentélye	Sík	Ignis	Lángidéző	-	-	3	3	-	-	Amíg aktív, az összes saját Entitásod a Zenitben immunitást élvez az ellenséges Igék közvetlen célzása (targetelés) ellen.	while active, all your Zenit entities cannot be directly targeted by enemy spells	zenit	blank	static	own_zenit_entities	untargetable	while_active	affects_all_own_zenit_entities	Miközben aktív, a saját Zenit-entitások nem célozhatók közvetlenül ellenséges Igékkel.	folyamatos_sik_hatas	Folyamatos síkhatás, zónaszintű célzási védelem.
Vulkáni Kráter	Sík	Ignis	Lángidéző	-	-	4	4	-	-	Amíg aktív, minden játékos által kijátszott, direkt sebzést okozó Ige és Rituálé (ami Entitást sebez) +1 extra sebzést okoz a célpontjának.	while active, all direct damage spells and rituals that damage entities deal +1 extra damage	blank	blank	on_spell_cast_by_owner	enemy_entity, own_entity	damage_bonus	while_active	affects_only_direct_damage_spells_and_rituals_that_damage_entities	Minden direkt sebző, entitást sebző Ige és Rituálé +1 extra sebzést okoz, amíg a sík aktív.	folyamatos_sik_hatas	Folyamatos globális spell damage aura, amely csak entitást sebző direkt varázslapokra vonatkozik.
